Family	Genus	Species	Subspecies	Status	Common name	Region
Achiridae	Trinectes	maculatus		native	Hogchoker	North America
Acipenseridae	Acipenser	brevirostrum		native	Shortnose sturgeon	North America
Acipenseridae	Acipenser	fulvescens		native	Lake sturgeon	North America
Acipenseridae	Acipenser	medirostris		native	Green sturgeon	North America
Acipenseridae	Acipenser	oxyrinchus	desotoi	native	Atlantic sturgeon	North America
Acipenseridae	Acipenser	oxyrinchus	oxyrinchus	native	Gulf sturgeon	North America
Acipenseridae	Acipenser	oxyrinchus		native	Atlantic sturgeon	North America
Acipenseridae	Acipenser	transmontanus		native	White sturgeon	North America
Acipenseridae	Scaphirhynchus	albus		endemic	Pallid sturgeon	North America
Acipenseridae	Scaphirhynchus	platorynchus		native	Shovelnose sturgeon	North America
Acipenseridae	Scaphirhynchus	suttkusi		endemic	Alabama sturgeon	North America
Amblyopsidae	Amblyopsis	hoosieri		native	Hoosier cavefish	North America
Amblyopsidae	Amblyopsis	rosae		endemic	Ozark cavefish	North America
Amblyopsidae	Amblyopsis	spelaea		endemic	Northern cavefish	North America
Amblyopsidae	Chologaster	cornuta		endemic	Swampfish	North America
Amblyopsidae	Forbesichthys	agassizii		endemic	Spring cavefish	North America
Amblyopsidae	Speoplatyrhinus	poulsoni		endemic	Alabama cavefish	North America
Amblyopsidae	Typhlichthys	subterraneus		endemic	Southern cavefish	North America
Amiidae	Amia	calva		native	Bowfin	North America
Anguillidae	Anguilla	rostrata		native	American eel	North America
Aphredoderidae	Aphredoderus	sayanus		endemic	Pirate perch	North America
Atherinopsidae	Atherinella	callida				North America
Atherinopsidae	Chirostoma	bartoni				North America
Atherinopsidae	Chirostoma	charari				North America
Atherinopsidae	Chirostoma	labarcae				North America
Atherinopsidae	Chirostoma	promelas				North America
Atherinopsidae	Chirostoma	riojai				North America
Atherinopsidae	Labidesthes	sicculus		native	Brook silverside	North America
Atherinopsidae	Labidesthes	vanhyningi		native	Golden silverside	North America
Atherinopsidae	Menidia	audens		native	Mississippi silverside	North America
Atherinopsidae	Menidia	beryllina		native	Inland silverside	North America
Atherinopsidae	Menidia	clarkhubbsi		native	Texas silverside	North America
Atherinopsidae	Menidia	extensa		endemic	Waccamaw silverside	North America
Atherinopsidae	Poblana	alchichica				North America
Atherinopsidae	Poblana	ferdebueni				North America
Atherinopsidae	Poblana	letholepis				North America
Atherinopsidae	Poblana	squamata				North America
Belonidae	Strongylura	marina		native	Atlantic needlefish	North America
Belonidae	Strongylura	notata	forsythia	native	redfin needlefish	North America
Blenniidae	Omobranchus	ferox		introduced	Gossamer blenny	North America
Callichthyidae	Hoplosternum	littorale		introduced	Atipa	North America
Carcharhinidae	Carcharhinus	leucas		native	Bull shark	North America
Catostomidae	Carpiodes	carpio		native	River carpsucker	North America
Catostomidae	Carpiodes	cyprinus		native	Quillback	North America
Catostomidae	Carpiodes	velifer		endemic	Highfin carpsucker	North America
Catostomidae	Catostomus	ardens		native	Utah sucker	North America
Catostomidae	Catostomus	bernardini				North America
Catostomidae	Catostomus	bondi		native	Cascadian Sucker	North America
Catostomidae	Catostomus	cahita				North America
Catostomidae	Catostomus	catostomus	catostomus			North America
Catostomidae	Catostomus	catostomus		native	Longnose sucker	North America
Catostomidae	Catostomus	clarkii		native	Desert sucker	North America
Catostomidae	Catostomus	columbianus		native	Bridgelip sucker	North America
Catostomidae	Catostomus	commersonii		native	White sucker	North America
Catostomidae	Catostomus	discobolus	discobolus			North America
Catostomidae	Catostomus	discobolus	jarrovi			North America
Catostomidae	Catostomus	discobolus		endemic	Bluehead sucker	North America
Catostomidae	Catostomus	fumeiventris		endemic	Owens sucker	North America
Catostomidae	Catostomus	insignis		native	Sonora sucker	North America
Catostomidae	Catostomus	latipinnis		endemic	Flannelmouth sucker	North America
Catostomidae	Catostomus	leopoldi				North America
Catostomidae	Catostomus	macrocheilus		native	Largescale sucker	North America
Catostomidae	Catostomus	microps		endemic	Modoc sucker	North America
Catostomidae	Catostomus	nebuliferus				North America
Catostomidae	Catostomus	occidentalis	lacusanserinus			North America
Catostomidae	Catostomus	occidentalis		native	Sacramento sucker	North America
Catostomidae	Catostomus	platyrhynchus		native	Mountain sucker	North America
Catostomidae	Catostomus	plebeius		native	Rio Grande sucker	North America
Catostomidae	Catostomus	rimiculus		endemic	Jenny creek sucker	North America
Catostomidae	Catostomus	santaanae		endemic	Santa Ana sucker	North America
Catostomidae	Catostomus	snyderi		endemic	Klamath largescale sucker	North America
Catostomidae	Catostomus	tahoensis		native	Tahoe sucker	North America
Catostomidae	Catostomus	tsiltcoosensis		native	Tyee sucker	North America
Catostomidae	Catostomus	utawana		endemic	Summer sucker	North America
Catostomidae	Catostomus	warnerensis		endemic	Warner sucker	North America
Catostomidae	Catostomus	wigginsi				North America
Catostomidae	Chasmistes	brevirostris		endemic	Shortnose sucker	North America
Catostomidae	Chasmistes	cujus		native	Cui-ui	North America
Catostomidae	Chasmistes	fecundus		native	Webug sucker	North America
Catostomidae	Chasmistes	liorus	liorus			North America
Catostomidae	Chasmistes	liorus	mictus			North America
Catostomidae	Chasmistes	liorus		endemic	June sucker	North America
Catostomidae	Chasmistes	muriei		native	Snake River sucker	North America
Catostomidae	Cycleptus	elongatus		native	Blue sucker	North America
Catostomidae	Cycleptus	meridionalis		native	southeastern blue sucker	North America
Catostomidae	Deltistes	luxatus		endemic	Lost River sucker	North America
Catostomidae	Erimyzon	claviformis		native	Western creek chubsucker	North America
Catostomidae	Erimyzon	oblongus	claviformis			North America
Catostomidae	Erimyzon	oblongus		endemic	Eastern creek chubsucker	North America
Catostomidae	Erimyzon	sucetta	kennerlii			North America
Catostomidae	Erimyzon	sucetta		native	Lake chubsucker	North America
Catostomidae	Erimyzon	tenuis		endemic	Sharpfin chubsucker	North America
Catostomidae	Hypentelium	etowanum		endemic	Alabama hog sucker	North America
Catostomidae	Hypentelium	nigricans		native	Northern hog sucker	North America
Catostomidae	Hypentelium	roanokense		endemic	Roanoke hog sucker	North America
Catostomidae	Ictiobus	bubalus		native	Smallmouth buffalo	North America
Catostomidae	Ictiobus	cyprinellus		native	Bigmouth buffalo	North America
Catostomidae	Ictiobus	niger		native	Black buffalo	North America
Catostomidae	Minytrema	melanops		native	Spotted sucker	North America
Catostomidae	Moxostoma	anisurum		native	Silver redhorse	North America
Catostomidae	Moxostoma	ariommum		native	Bigeye jumprock	North America
Catostomidae	Moxostoma	austrinum		native	Mexican redhorse	North America
Catostomidae	Moxostoma	breviceps		native	Smallmouth redhorse	North America
Catostomidae	Moxostoma	carinatum		native	River redhorse	North America
Catostomidae	Moxostoma	cervinum		endemic	Blacktip jumprock	North America
Catostomidae	Moxostoma	collapsum		native	Notchlip redhorse	North America
Catostomidae	Moxostoma	congestum		native	Gray redhorse	North America
Catostomidae	Moxostoma	duquesnei				North America
Catostomidae	Moxostoma	duquesnii		native	Black redhorse	North America
Catostomidae	Moxostoma	erythrurum		native	Golden redhorse	North America
Catostomidae	Moxostoma	hubbsi				North America
Catostomidae	Moxostoma	lacerum				North America
Catostomidae	Moxostoma	lachneri		endemic	Greater jumprock	North America
Catostomidae	Moxostoma	macrolepidotum		native	Shorthead redhorse	North America
Catostomidae	Moxostoma	pappillosum		native	V-lip redhorse	North America
Catostomidae	Moxostoma	pisolabrum		native	Pealip redhorse	North America
Catostomidae	Moxostoma	poecilurum		endemic	Blacktail redhorse	North America
Catostomidae	Moxostoma	robustum		endemic	Smallfin redhorse	North America
Catostomidae	Moxostoma	rupiscartes		endemic	Striped jumprock	North America
Catostomidae	Moxostoma	valenciennesi		native	Greater redhorse	North America
Catostomidae	Thoburnia	atripinnis		endemic	Blackfin sucker	North America
Catostomidae	Thoburnia	hamiltoni		endemic	Rustyside sucker	North America
Catostomidae	Thoburnia	rhothoeca		endemic	Torrent sucker	North America
Catostomidae	Xyrauchen	texanus		native	Razorback sucker	North America
Centrarchidae	Acantharchus	pomotis		endemic	Mud sunfish	North America
Centrarchidae	Ambloplites	ariommus		endemic	Shadow bass	North America
Centrarchidae	Ambloplites	cavifrons		endemic	Roanoke bass	North America
Centrarchidae	Ambloplites	constellatus		endemic	Ozark bass	North America
Centrarchidae	Ambloplites	rupestris		native	Rock bass	North America
Centrarchidae	Archoplites	interruptus		endemic	Sacramento perch	North America
Centrarchidae	Centrarchus	macropterus		endemic	Flier	North America
Centrarchidae	Enneacanthus	chaetodon		endemic	Blackbanded sunfish	North America
Centrarchidae	Enneacanthus	gloriosus		endemic	Bluespotted sunfish	North America
Centrarchidae	Enneacanthus	obesus		endemic	Banded sunfish	North America
Centrarchidae	Lepomis	auritus		native	Redbreast sunfish	North America
Centrarchidae	Lepomis	cyanellus		native	Green sunfish	North America
Centrarchidae	Lepomis	gibbosus		native	Pumpkinseed	North America
Centrarchidae	Lepomis	gulosus		native	Warmouth	North America
Centrarchidae	Lepomis	humilis		endemic	Orangespotted sunfish	North America
Centrarchidae	Lepomis	humilus				North America
Centrarchidae	Lepomis	macrochirus		native	Bluegill	North America
Centrarchidae	Lepomis	marginatus		endemic	Dollar sunfish	North America
Centrarchidae	Lepomis	megalotis	peltastes			North America
Centrarchidae	Lepomis	megalotis		native	Longear sunfish	North America
Centrarchidae	Lepomis	microlophus		endemic	Redear sunfish	North America
Centrarchidae	Lepomis	miniatus		native	Redspotted sunfish	North America
Centrarchidae	Lepomis	peltastes		native	Northern sunfish	North America
Centrarchidae	Lepomis	punctatus		endemic	Spotted sunfish	North America
Centrarchidae	Lepomis	symmetricus		endemic	Bantam sunfish	North America
Centrarchidae	Micropterus	cahabae		endemic	Cahaba bass	North America
Centrarchidae	Micropterus	cataractae		native	Shoal bass	North America
Centrarchidae	Micropterus	chattahoochae		endemic	Chattahoochee bass	North America
Centrarchidae	Micropterus	coosae		endemic	Redeye bass	North America
Centrarchidae	Micropterus	dolomieu		native	Smallmouth bass	North America
Centrarchidae	Micropterus	floridanus		native	Florida bass	North America
Centrarchidae	Micropterus	henshalli		native	Alabama bass	North America
Centrarchidae	Micropterus	notius		endemic	Suwannee bass	North America
Centrarchidae	Micropterus	punctulatus		endemic	Spotted bass	North America
Centrarchidae	Micropterus	salmoides		native	Largemouth bass	North America
Centrarchidae	Micropterus	salmoides	floridanus	native	Southern Largmouth bass	North America
Centrarchidae	Micropterus	salmoides	salmoides	native	Northern Largemouth bass	North America
Centrarchidae	Micropterus	tallapoosae		endemic	Tallapoosa bass	North America
Centrarchidae	Micropterus	treculii		endemic	Guadalupe bass	North America
Centrarchidae	Micropterus	warriorensis		endemic	Warrior bass	North America
Centrarchidae	Pomoxis	annularis		native	White crappie	North America
Centrarchidae	Pomoxis	nigromaculatus		native	Black crappie	North America
Centropomidae	Centropomus	ensiferus		native	Swordspine snook	North America
Centropomidae	Centropomus	parallelus		native	Fat snook	North America
Centropomidae	Centropomus	pectinatus		native	Tarpon snook	North America
Centropomidae	Centropomus	undecimalis		native	Common snook	North America
Channidae	Channa	argus		introduced	Snakehead	North America
Channidae	Channa	marulius		introduced	Great snakehead	North America
Channidae	Channa	striata		introduced	Striped snakehead	North America
Characidae	Astyanax	mexicanus		native	Mexican tetra	North America
Cichlidae	Amatitlania	nigrofasciata		introduced	Convict cichlid	North America
Cichlidae	Amphilophus	citrinellus		introduced	Midas cichlid	North America
Cichlidae	Astronotus	ocellatus		introduced	Oscar	North America
Cichlidae	Cichla	monoculus		introduced	tucanare peacock bass	North America
Cichlidae	Cichla	ocellaris		introduced	Peacock cichlid	North America
Cichlidae	Cichla	temensis		introduced	Speckled pavon	North America
Cichlidae	Cichlasoma	bimaculatum		introduced	Black acara	North America
Cichlidae	Coptodon	zillii		introduced	Redbelly tilapia	North America
Cichlidae	Geophagus	surinamensis		introduced	Redstriped eartheater	North America
Cichlidae	Hemichromis	bimaculatus		introduced	Jewelfish	North America
Cichlidae	Herichthys	bartoni				North America
Cichlidae	Herichthys	cyanoguttatus		native	Rio Grande cichlid	North America
Cichlidae	Herichthys	labridens				North America
Cichlidae	Herichthys	minckleyi				North America
Cichlidae	Herichthys	steindachneri				North America
Cichlidae	Mayaheros	urophthalmus		introduced	Mexican mojarra	North America
Cichlidae	Oreochromis	aureus		introduced	Blue tilapia	North America
Cichlidae	Oreochromis	mossambicus		introduced	Mozambique tilapia	North America
Cichlidae	Oreochromis	niloticus		introduced	Nile tilapia	North America
Cichlidae	Oreochromis	urolepis		introduced	Wami tilapia	North America
Cichlidae	Parachromis	managuensis		introduced	Jaguar guapote	North America
Cichlidae	Pelmatolapia	mariae		introduced	Spotted tilapia	North America
Cichlidae	Rocio	octofasciata		introduced	Jack Dempsey	North America
Cichlidae	Sarotherodon	melanotheron		introduced	Blackchin tilapia	North America
Cichlidae	Thorichthys	meeki		introduced	Firemouth cichlid	North America
Clariidae	Clarias	batrachus		introduced	Philippine catfish	North America
Clupeidae	Alosa	aestivalis		native	Blueback shad	North America
Clupeidae	Alosa	alabamae		native	Alabama shad	North America
Clupeidae	Alosa	chrysochloris		native	Skipjack shad	North America
Clupeidae	Alosa	mediocris		native	Hickory shad	North America
Clupeidae	Alosa	pseudoharengus		native	Alewife	North America
Clupeidae	Alosa	sapidissima		native	American shad	North America
Clupeidae	Dorosoma	cepedianum		native	American gizzard shad	North America
Clupeidae	Dorosoma	petenense		native	Threadfin shad	North America
Cobitidae	Misgurnus	anguillicaudatus		introduced	Pond loach	North America
Cottidae	Cottus	aleuticus		native	Coastrange sculpin	North America
Cottidae	Cottus	asper		native	Prickly sculpin	North America
Cottidae	Cottus	asperrimus		endemic	Rough sculpin	North America
Cottidae	Cottus	baileyi		endemic	Black sculpin	North America
Cottidae	Cottus	bairdii		native	Mottled sculpin	North America
Cottidae	Cottus	beldingi				North America
Cottidae	Cottus	beldingii		endemic	Paiute sculpin	North America
Cottidae	Cottus	bendirei		native	Malheur sculpin	North America
Cottidae	Cottus	caeruleomentum		endemic	Blue Ridge sculpin	North America
Cottidae	Cottus	carolinae	carolinae			North America
Cottidae	Cottus	carolinae		endemic	Banded sculpin	North America
Cottidae	Cottus	chattahoochee		endemic	Chattahoochee sculpin	North America
Cottidae	Cottus	cognatus		native	Slimy sculpin	North America
Cottidae	Cottus	confusus		native	Shorthead sculpin	North America
Cottidae	Cottus	echinatus		native	Utah Lake sculpin	North America
Cottidae	Cottus	extensus		endemic	Bear Lake sculpin	North America
Cottidae	Cottus	girardi		endemic	Potomac sculpin	North America
Cottidae	Cottus	greenei		endemic	Shoshone sculpin	North America
Cottidae	Cottus	gulosus		native	Riffle sculpin	North America
Cottidae	Cottus	hubbsi		native	Columbia sculpin	North America
Cottidae	Cottus	hypselurus		endemic	Ozark sculpin	North America
Cottidae	Cottus	immaculatus		native	Knobfin sculpin	North America
Cottidae	Cottus	kanawhae		native	Kanawha sculpin	North America
Cottidae	Cottus	klamathensis	macrops			North America
Cottidae	Cottus	klamathensis		endemic	Marbled sculpin	North America
Cottidae	Cottus	leiopomus		endemic	Wood River sculpin	North America
Cottidae	Cottus	marginatus		endemic	Margined sculpin	North America
Cottidae	Cottus	paulus		endemic	Pygmy sculpin	North America
Cottidae	Cottus	perplexus		endemic	Reticulate sculpin	North America
Cottidae	Cottus	pitensis		endemic	Pit sculpin	North America
Cottidae	Cottus	princeps		endemic	Klamath Lake sculpin	North America
Cottidae	Cottus	rhotheus		native	Torrent sculpin	North America
Cottidae	Cottus	ricei		native	Spoonhead sculpin	North America
Cottidae	Cottus	schitsuumsh		native	Cedar sculpin	North America
Cottidae	Cottus	specus		native	Grotto sculpin	North America
Cottidae	Cottus	tallapoosae		endemic	Tallapoosa sculp	North America
Cottidae	Cottus	tenuis		endemic	Slender sculpin	North America
Cottidae	Myoxocephalus	quadricornis				North America
Cottidae	Myoxocephalus	thompsoni				North America
Cottidae	Myoxocephalus	thompsonii		native	Deepwater sculpin	North America
Cyprinidae	Acrocheilus	alutaceus		native	Chiselmouth	North America
Cyprinidae	Agosia	chrysogaster		native	Longfin dace	North America
Cyprinidae	Algansea	aphanea				North America
Cyprinidae	Algansea	avia				North America
Cyprinidae	Algansea	barbata				North America
Cyprinidae	Algansea	popoche				North America
Cyprinidae	Barbonymus	schwanenfeldii		introduced	Tinfoil barb	North America
Cyprinidae	Campostoma	anomalum	pullum			North America
Cyprinidae	Campostoma	anomalum		native	Central stoneroller	North America
Cyprinidae	Campostoma	oligolepis		endemic	Largescale stoneroller	North America
Cyprinidae	Campostoma	ornatum		native	Mexican stoneroller	North America
Cyprinidae	Campostoma	pauciradii		endemic	Bluefin stoneroller	North America
Cyprinidae	Campostoma	pullum		native	Central stoneroller	North America
Cyprinidae	Campostoma	spadiceum		endemic	Highland stoneroller	North America
Cyprinidae	Carassius	auratus		introduced	Goldfish	North America
Cyprinidae	Chrosomus	cumberlandensis		native	Blackside dace	North America
Cyprinidae	Chrosomus	eos		native	Northern redbelly dace	North America
Cyprinidae	Chrosomus	erythrogaster		native	Southern redbelly dace	North America
Cyprinidae	Chrosomus	neogaeus		native	Finescale dace	North America
Cyprinidae	Chrosomus	oreas		native	Mountain redbelly dace	North America
Cyprinidae	Chrosomus	saylori		native	Laurel dace	North America
Cyprinidae	Chrosomus	tennesseensis		native	Tennessee dace	North America
Cyprinidae	Clinostomus	elongatus		native	Redside dace	North America
Cyprinidae	Clinostomus	funduloides		native	Rosyside dace	North America
Cyprinidae	Couesius	plumbeus		native	Lake chub	North America
Cyprinidae	Ctenopharyngodon	idella		introduced	Grass carp	North America
Cyprinidae	Cyprinella	alvarezdelvillari				North America
Cyprinidae	Cyprinella	analostana		endemic	Satinfin shiner	North America
Cyprinidae	Cyprinella	bocagrande				North America
Cyprinidae	Cyprinella	caerulea		endemic	Blue shiner	North America
Cyprinidae	Cyprinella	callisema		endemic	Ocmulgee shiner	North America
Cyprinidae	Cyprinella	callistia		native	Alabama shiner	North America
Cyprinidae	Cyprinella	callitaenia		endemic	Bluestripe shiner	North America
Cyprinidae	Cyprinella	camura		native	Bluntface shiner	North America
Cyprinidae	Cyprinella	chloristia		endemic	Greenfin shiner	North America
Cyprinidae	Cyprinella	eurystoma		native		North America
Cyprinidae	Cyprinella	formosa		native	Beautiful shiner	North America
Cyprinidae	Cyprinella	galactura		endemic	Whitetail shiner	North America
Cyprinidae	Cyprinella	garmani				North America
Cyprinidae	Cyprinella	gibbsi		endemic	Tallapoosa shiner	North America
Cyprinidae	Cyprinella	labrosa		endemic	Thicklip chub	North America
Cyprinidae	Cyprinella	leedsi		endemic	Bannerfin shiner	North America
Cyprinidae	Cyprinella	lepida		endemic	Plateau shiner	North America
Cyprinidae	Cyprinella	lutrensis	blairi			North America
Cyprinidae	Cyprinella	lutrensis	forlonensis			North America
Cyprinidae	Cyprinella	lutrensis		native	Red shiner	North America
Cyprinidae	Cyprinella	monacha		endemic	Spotfin chub	North America
Cyprinidae	Cyprinella	nivea		native	Whitefin shiner	North America
Cyprinidae	Cyprinella	ornata				North America
Cyprinidae	Cyprinella	panarcys				North America
Cyprinidae	Cyprinella	proserpina		native	Proserpine shiner	North America
Cyprinidae	Cyprinella	pyrrhomelas		native	Fieryblack shiner	North America
Cyprinidae	Cyprinella	rutila				North America
Cyprinidae	Cyprinella	spiloptera		native	Spotfin shiner	North America
Cyprinidae	Cyprinella	stigmatura		native		North America
Cyprinidae	Cyprinella	trichroistia		endemic	Tricolor shiner	North America
Cyprinidae	Cyprinella	venusta		endemic	Blacktail shiner	North America
Cyprinidae	Cyprinella	whipplei		endemic	Steelcolor shiner	North America
Cyprinidae	Cyprinella	xaenura		endemic	Altamaha shiner	North America
Cyprinidae	Cyprinella	xanthicara				North America
Cyprinidae	Cyprinella	zanema		endemic	Santee chub	North America
Cyprinidae	Cyprinus	carpio		introduced	Common carp	North America
Cyprinidae	Danio	rerio		introduced	Zebra danio	North America
Cyprinidae	Dionda	argentosa		endemic	Manantial roundnose minnow	North America
Cyprinidae	Dionda	diaboli		native	Devils River minnow	North America
Cyprinidae	Dionda	dichroma				North America
Cyprinidae	Dionda	episcopa		native	Roundnose minnow	North America
Cyprinidae	Dionda	mandibularis				North America
Cyprinidae	Dionda	melanops				North America
Cyprinidae	Dionda	nigrotaeniata		endemic	Guadalupe roundnose minnow	North America
Cyprinidae	Dionda	serena		endemic	Nueces roundnose minnow	North America
Cyprinidae	Eremichthys	acros		endemic	Desert dace	North America
Cyprinidae	Ericymba	amplamala		native	Longjaw minnow	North America
Cyprinidae	Erimonax	monachus				North America
Cyprinidae	Erimystax	cahni		endemic	Slender chub	North America
Cyprinidae	Erimystax	dissimilis		endemic	Streamline chub	North America
Cyprinidae	Erimystax	harryi		endemic	Ozark chub	North America
Cyprinidae	Erimystax	insignis		endemic	Blotched chub	North America
Cyprinidae	Erimystax	punctatus				North America
Cyprinidae	Erimystax	x-punctatus		native	Gravel chub	North America
Cyprinidae	Evarra	bustamantei				North America
Cyprinidae	Evarra	eigenmanni				North America
Cyprinidae	Evarra	tlahuacensis				North America
Cyprinidae	Exoglossum	laurae		endemic	Tonguetied minnow	North America
Cyprinidae	Exoglossum	maxillingua		native	Cutlips minnow	North America
Cyprinidae	Gila	alvordensis				North America
Cyprinidae	Gila	atraria		native	Utah chub	North America
Cyprinidae	Gila	boraxobius				North America
Cyprinidae	Gila	coerulea		native	Blue chub	North America
Cyprinidae	Gila	conspersa				North America
Cyprinidae	Gila	crassicauda				North America
Cyprinidae	Gila	cypha		native	Humpback chub	North America
Cyprinidae	Gila	ditaenia		native	Sonora chub	North America
Cyprinidae	Gila	elegans		native	Bonytail	North America
Cyprinidae	Gila	intermedia		native	Gila chub	North America
Cyprinidae	Gila	minacae				North America
Cyprinidae	Gila	modesta				North America
Cyprinidae	Gila	nigra		native	Headwater chub	North America
Cyprinidae	Gila	nigrescens		native	Chihuahua chub	North America
Cyprinidae	Gila	orcutti				North America
Cyprinidae	Gila	orcuttii		native	Arroyo chub	North America
Cyprinidae	Gila	pandora		native	Rio Grande chub	North America
Cyprinidae	Gila	purpurea		native	Yaqui chub	North America
Cyprinidae	Gila	robusta	jordani			North America
Cyprinidae	Gila	robusta	robusta			North America
Cyprinidae	Gila	robusta		native	Roundtail chub	North America
Cyprinidae	Gila	seminuda		native	Virgin chub	North America
Cyprinidae	Hemitremia	flammea		native	Flame chub	North America
Cyprinidae	Hesperoleucas	symmetricus	mitrulus			North America
Cyprinidae	Hesperoleucas	symmetricus	navarroensis			North America
Cyprinidae	Hesperoleucas	symmetricus	parvipinnis			North America
Cyprinidae	Hesperoleucas	symmetricus	subditus			North America
Cyprinidae	Hesperoleucas	symmetricus				North America
Cyprinidae	Hesperoleucus	symmetricus		native	California roach	North America
Cyprinidae	Hybognathus	amarus		endemic	Rio Grande silvery minnow	North America
Cyprinidae	Hybognathus	argyritis		native	Western silvery minnow	North America
Cyprinidae	Hybognathus	hankinsoni		native	Brassy minnow	North America
Cyprinidae	Hybognathus	hayi		endemic	Cypress minnow	North America
Cyprinidae	Hybognathus	nuchalis		endemic	Mississippi silvery minnow	North America
Cyprinidae	Hybognathus	placitus		endemic	Plains minnow	North America
Cyprinidae	Hybognathus	regius		native	Eastern silvery minnow	North America
Cyprinidae	Hybopsis	amblops		native	Bigeye chub	North America
Cyprinidae	Hybopsis	amnis		native	Pallid shiner	North America
Cyprinidae	Hybopsis	hypsinotus		native	Highback chub	North America
Cyprinidae	Hybopsis	lineapunctata		native	Lined chub	North America
Cyprinidae	Hybopsis	rubrifrons		endemic	rosyface chub	North America
Cyprinidae	Hybopsis	winchelli		native	Clear chub	North America
Cyprinidae	Hypophthalmichthys	molitrix		introduced	Silver carp	North America
Cyprinidae	Hypophthalmichthys	nobilis		introduced	Bighead carp	North America
Cyprinidae	Iotichthys	phlegethontis		native	Least chub	North America
Cyprinidae	Lavinia	exilicauda	chi			North America
Cyprinidae	Lavinia	exilicauda		native	Hitch	North America
Cyprinidae	Lepidomeda	albivallis		native	White River spinedace	North America
Cyprinidae	Lepidomeda	aliciae		native	Southern leatherside chub	North America
Cyprinidae	Lepidomeda	altivelis		endemic	Pahranagat spinedace	North America
Cyprinidae	Lepidomeda	copei		endemic	Northern leatherside chub	North America
Cyprinidae	Lepidomeda	mollispinis	mollispinis			North America
Cyprinidae	Lepidomeda	mollispinis	pratensis			North America
Cyprinidae	Lepidomeda	mollispinis		native	Virgin spinedace	North America
Cyprinidae	Lepidomeda	vittata		native	Little Colorado spinedace	North America
Cyprinidae	Leuciscus	idus		introduced	Ide	North America
Cyprinidae	Luxilus	albeolus		endemic	White shiner	North America
Cyprinidae	Luxilus	cardinalis		native	Cardinal shiner	North America
Cyprinidae	Luxilus	cerasinus		native	Crescent shiner	North America
Cyprinidae	Luxilus	chrysocephalus		native	Striped shiner	North America
Cyprinidae	Luxilus	coccogenis		native	Warpaint shiner	North America
Cyprinidae	Luxilus	cornutus		native	Common shiner	North America
Cyprinidae	Luxilus	pilsbryi		native	Duskystripe shiner	North America
Cyprinidae	Luxilus	zonatus		endemic	Bleeding shiner	North America
Cyprinidae	Luxilus	zonistius		native	Bandfin shiner	North America
Cyprinidae	Lythrurus	alegnotus		native	Warrior shiner	North America
Cyprinidae	Lythrurus	ardens		endemic	Rosefin shiner	North America
Cyprinidae	Lythrurus	atrapiculus		endemic	Blacktip shiner	North America
Cyprinidae	Lythrurus	bellus		endemic	Pretty shiner	North America
Cyprinidae	Lythrurus	fasciolaris		endemic	Scarlet shiner	North America
Cyprinidae	Lythrurus	fumeus		endemic	Ribbon shiner	North America
Cyprinidae	Lythrurus	lirus		native	Mountain shiner	North America
Cyprinidae	Lythrurus	matutinus		endemic	Pinewoods shiner	North America
Cyprinidae	Lythrurus	roseipinnis		endemic	Cherryfin shiner	North America
Cyprinidae	Lythrurus	snelsoni		endemic	Ouachita shiner	North America
Cyprinidae	Lythrurus	umbratilis		native	Redfin shiner	North America
Cyprinidae	Macrhybopsis	aestivalis		native	Speckled chub	North America
Cyprinidae	Macrhybopsis	australis		endemic	Prairie chub	North America
Cyprinidae	Macrhybopsis	boschungi		native	Mobile chub	North America
Cyprinidae	Macrhybopsis	etnieri		native	Coosa chub	North America
Cyprinidae	Macrhybopsis	gelida		endemic	Sturgeon chub	North America
Cyprinidae	Macrhybopsis	hyostoma		native	Shoal chub	North America
Cyprinidae	Macrhybopsis	marconis		native	Burrhead chub	North America
Cyprinidae	Macrhybopsis	meeki		endemic	Sicklefin chub	North America
Cyprinidae	Macrhybopsis	pallida		native	Pallid chub	North America
Cyprinidae	Macrhybopsis	storeriana		native	Silver chub	North America
Cyprinidae	Macrhybopsis	tetranema		endemic	Peppered chub	North America
Cyprinidae	Macrhybopsis	tomellerii		native	Gulf chub	North America
Cyprinidae	Margariscus	margarita	margarita			North America
Cyprinidae	Margariscus	margarita	nachtriebi			North America
Cyprinidae	Margariscus	margarita		native	Allegheny pearl dace	North America
Cyprinidae	Margariscus	nachtriebi		native	Northern pearl dace	North America
Cyprinidae	Meda	fulgida		native	Spikedace	North America
Cyprinidae	Moapa	coriacea		endemic	Moapa dace	North America
Cyprinidae	Mylocheilus	caurinus		native	Peamouth	North America
Cyprinidae	Mylopharodon	conocephalus		native	Hardhead	North America
Cyprinidae	Mylopharyngodon	piceus		introduced	Black carp	North America
Cyprinidae	Nocomis	asper		endemic	Redspot chub	North America
Cyprinidae	Nocomis	biguttatus		native	Hornyhead chub	North America
Cyprinidae	Nocomis	effusus		endemic	Redtail chub	North America
Cyprinidae	Nocomis	leptocephalus		endemic	Bluehead chub	North America
Cyprinidae	Nocomis	micropogon		native	River chub	North America
Cyprinidae	Nocomis	platyrhynchus		endemic	Bigmouth chub	North America
Cyprinidae	Nocomis	raneyi		endemic	Bull chub	North America
Cyprinidae	Notemigonus	crysoleucas		native	Golden shiner	North America
Cyprinidae	Notropis	aguirrepequenoi				North America
